Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
19984246,03/08/2011 04:57:57 PM,07/13/2011 08:42:06 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11106,,,,,34 AVENUE,24 STREET,INTERSECTION,ASTORIA,,N/A,Closed,04/14/2011 11:07:07 AM,03/09/2011 11:07:07 AM,01 QUEENS,QUEENS,1003204,216794,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76170558558476,-73.9315799738943,"(40.76170558558476, -73.9315799738943)"
19992686,03/09/2011 08:25:24 PM,07/13/2011 08:42:05 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11231,54 LORRAINE STREET,LORRAINE STREET,COLUMBIA STREET,HICKS STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,04/15/2011 11:29:25 AM,03/10/2011 11:29:25 AM,06 BROOKLYN,BROOKLYN,982196,185026,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.674530143381595,-74.00740482349262,"(40.674530143381595, -74.00740482349262)"
19992687,03/09/2011 11:01:35 PM,07/13/2011 08:42:05 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11233,207 HULL STREET,HULL STREET,MOTHER GASTON BOULEVARD,BROADWAY,,,ADDRESS,BROOKLYN,,N/A,Closed,04/15/2011 11:27:55 AM,03/10/2011 11:27:55 AM,16 BROOKLYN,BROOKLYN,1009765,186987,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67987611096364,-73.9080091277526,"(40.67987611096364, -73.9080091277526)"
19992688,03/09/2011 04:22:48 AM,07/13/2011 08:42:06 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10457,217 EAST BURNSIDE AVENUE,EAST BURNSIDE AVENUE,GRAND CONCOURSE,ANTHONY AVENUE,,,ADDRESS,BRONX,,N/A,Closed,04/14/2011 11:54:19 AM,03/09/2011 11:54:19 AM,05 BRONX,BRONX,1011060,249715,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85204424530237,-73.90308998376862,"(40.85204424530237, -73.90308998376862)"
19992689,03/09/2011 03:51:31 AM,07/13/2011 08:42:06 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10457,217 EAST BURNSIDE AVENUE,EAST BURNSIDE AVENUE,GRAND CONCOURSE,ANTHONY AVENUE,,,ADDRESS,BRONX,,N/A,Closed,04/14/2011 11:52:28 AM,03/09/2011 11:52:28 AM,05 BRONX,BRONX,1011060,249715,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85204424530237,-73.90308998376862,"(40.85204424530237, -73.90308998376862)"
20001171,03/10/2011 06:40:21 PM,07/13/2011 08:42:04 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11207,296 ALABAMA AVENUE,ALABAMA AVENUE,BELMONT AVENUE,SUTTER AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,04/16/2011 03:16:13 PM,03/11/2011 03:16:13 PM,05 BROOKLYN,BROOKLYN,1012521,183094,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.669182335976636,-73.89808908119687,"(40.669182335976636, -73.89808908119687)"
20001172,03/10/2011 06:37:12 PM,07/13/2011 08:42:04 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11207,810 BLAKE AVENUE,BLAKE AVENUE,VAN SICLEN AVENUE,HENDRIX STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,04/16/2011 03:16:04 PM,03/11/2011 03:16:04 PM,05 BROOKLYN,BROOKLYN,1015130,182935,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6687372011089,-73.88868493129665,"(40.6687372011089, -73.88868493129665)"
20001173,03/10/2011 06:26:32 PM,07/13/2011 08:42:04 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11207,621 JEROME STREET,JEROME STREET,NEW LOTS AVENUE,MC CLANCY PLACE,,,ADDRESS,BROOKLYN,,N/A,Closed,04/16/2011 03:14:51 PM,03/11/2011 03:14:51 PM,05 BROOKLYN,BROOKLYN,1016200,181678,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66528322201551,-73.88483379695587,"(40.66528322201551, -73.88483379695587)"
20011426,03/11/2011 07:36:35 PM,,DOHMH,Department of Health and Mental Hygiene,Tattooing,Minor Received Tattoo,Tattoo Parlor,11222,787 MEEKER AVENUE,MEEKER AVENUE,BQE WESTBOUND EXIT 34,PORTER AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,04/17/2011 07:36:35 PM,03/14/2011 12:28:34 PM,01 BROOKLYN,BROOKLYN,1001604,203218,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72444614990485,-73.9373906684336,"(40.72444614990485, -73.9373906684336)"
20021631,03/13/2011 01:34:02 PM,07/13/2011 08:42:03 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11217,43 4 AVENUE,4 AVENUE,PACIFIC STREET,DEAN STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,04/19/2011 03:05:56 PM,03/14/2011 03:05:56 PM,06 BROOKLYN,BROOKLYN,990043,188194,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.683223928688186,-73.9791130792183,"(40.683223928688186, -73.9791130792183)"
20025395,03/14/2011 11:26:39 AM,07/13/2011 08:42:03 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11420,123-36 ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD,124 STREET,124 STREET,,,ADDRESS,SOUTH OZONE PARK,,N/A,Closed,04/19/2011 04:19:08 PM,03/14/2011 04:19:08 PM,10 QUEENS,QUEENS,1035899,185421,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67546389627003,-73.8137987483986,"(40.67546389627003, -73.8137987483986)"
20025396,03/14/2011 11:34:44 AM,07/13/2011 08:42:03 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10459,1126 WESTCHESTER AVENUE,WESTCHESTER AVENUE,HOE AVENUE,FAILE STREET,,,ADDRESS,BRONX,,N/A,Closed,04/19/2011 04:19:14 PM,03/14/2011 04:19:14 PM,02 BRONX,BRONX,1014600,240036,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82546676479596,-73.89033776981455,"(40.82546676479596, -73.89033776981455)"
20042372,03/16/2011 03:19:20 PM,07/13/2011 08:42:01 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10466,3998 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST 225 STREET,EAST 226 STREET,,,ADDRESS,BRONX,,N/A,Closed,04/21/2011 04:01:56 PM,03/16/2011 04:01:56 PM,12 BRONX,BRONX,1022924,262978,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.88840308300074,-73.86012873372337,"(40.88840308300074, -73.86012873372337)"
20050194,03/17/2011 03:34:01 PM,07/13/2011 08:42:01 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10460,906 EAST 180 STREET,EAST 180 STREET,HONEYWELL AVENUE,DALY AVENUE,,,ADDRESS,BRONX,,N/A,Closed,04/22/2011 04:01:07 PM,03/17/2011 04:01:07 PM,06 BRONX,BRONX,1016869,247086,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.844808872725444,-73.8821050241356,"(40.844808872725444, -73.8821050241356)"
20072800,03/21/2011 01:51:27 PM,07/13/2011 08:41:59 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11413,,,,,141 ROAD,224 STREET,INTERSECTION,SPRINGFIELD GARDENS,,N/A,Closed,04/27/2011 09:47:15 AM,03/22/2011 09:47:15 AM,13 QUEENS,QUEENS,1053163,183114,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.669014164341526,-73.75158369816295,"(40.669014164341526, -73.75158369816295)"
20073927,03/21/2011 02:38:01 PM,03/22/2011 09:48:36 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Prohibited Item Sale to Minor,,11421,79-17 ATLANTIC AVENUE,ATLANTIC AVENUE,ROCKAWAY BOULEVARD,80 STREET,,,ADDRESS,WOODHAVEN,,N/A,Closed,03/25/2011 02:38:01 PM,03/22/2011 09:48:36 AM,09 QUEENS,QUEENS,1022886,188791,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.684780129103416,-73.86069286436886,"(40.684780129103416, -73.86069286436886)"
20073979,03/21/2011 02:34:26 PM,,DOHMH,Department of Health and Mental Hygiene,Tattooing,Minor Received Tattoo,Tattoo Parlor,10038,15 CATHERINE STREET,CATHERINE STREET,EAST BROADWAY,HENRY STREET,,,ADDRESS,NEW YORK,,N/A,Pending,04/27/2011 02:34:26 PM,03/21/2011 03:51:49 PM,03 MANHATTAN,MANHATTAN,985021,199119,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71321236940356,-73.99721887432804,"(40.71321236940356, -73.99721887432804)"
20098837,03/24/2011 05:09:33 PM,,DOHMH,Department of Health and Mental Hygiene,Tattooing,Minor Received Tattoo,Tattoo Parlor,11231,22 BUSH STREET,BUSH STREET,DWIGHT STREET,COLUMBIA STREET,,,ADDRESS,BROOKLYN,,N/A,Pending,04/30/2011 05:09:33 PM,03/25/2011 10:50:48 AM,06 BROOKLYN,BROOKLYN,981889,185392,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.675534654421476,-74.00851170963776,"(40.675534654421476, -74.00851170963776)"
20104794,03/25/2011 10:09:14 PM,07/13/2011 08:41:57 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10458,621 EAST 187 STREET,EAST 187 STREET,HUGHES AVENUE,BELMONT AVENUE,,,ADDRESS,BRONX,,N/A,Closed,05/03/2011 12:35:44 PM,03/28/2011 12:35:44 PM,06 BRONX,BRONX,1015575,250855,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85515833920778,-73.88676431858819,"(40.85515833920778, -73.88676431858819)"
20111912,03/27/2011 01:59:59 AM,03/28/2011 03:58:55 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10007,217 BROADWAY,BROADWAY,ANN STREET,BARCLAY STREET,,,ADDRESS,NEW YORK,,N/A,Closed,03/31/2011 01:59:59 AM,03/28/2011 03:58:55 PM,01 MANHATTAN,MANHATTAN,981914,198536,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71161189843376,-74.00842613954183,"(40.71161189843376, -74.00842613954183)"
20111913,03/26/2011 04:55:26 PM,07/13/2011 08:41:57 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11206,94 TOMPKINS AVENUE,TOMPKINS AVENUE,STOCKTON STREET,MYRTLE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,05/03/2011 03:40:17 PM,03/28/2011 03:40:17 PM,03 BROOKLYN,BROOKLYN,999100,192904,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.696141231347234,-73.94644728395738,"(40.696141231347234, -73.94644728395738)"
20111914,03/26/2011 07:40:15 PM,07/13/2011 08:41:57 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10308,3986 AMBOY ROAD,AMBOY ROAD,GIFFORDS LANE,NELSON AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,05/03/2011 03:49:24 PM,03/28/2011 03:49:24 PM,03 STATEN ISLAND,STATEN ISLAND,942443,139878,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.550509912709906,-74.15043768738919,"(40.550509912709906, -74.15043768738919)"
20120102,03/28/2011 09:31:39 AM,07/13/2011 08:41:57 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11435,109-18 SUTPHIN BOULEVARD,SUTPHIN BOULEVARD,109 AVENUE,FERNDALE AVENUE,,,ADDRESS,JAMAICA,,N/A,Closed,05/03/2011 03:03:22 PM,03/28/2011 03:03:22 PM,12 QUEENS,QUEENS,1040303,191228,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69137595482463,-73.79787351280663,"(40.69137595482463, -73.79787351280663)"
20128002,03/29/2011 07:30:20 PM,07/13/2011 08:41:56 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11208,3142 FULTON STREET,FULTON STREET,ARLINGTON AVENUE,LOGAN STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,05/05/2011 11:42:22 AM,03/30/2011 11:42:22 AM,05 BROOKLYN,BROOKLYN,1017843,187675,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68173754267493,-73.8788815972099,"(40.68173754267493, -73.8788815972099)"
20128003,03/29/2011 10:02:38 AM,07/13/2011 08:41:56 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11204,6508 21 AVENUE,21 AVENUE,65 STREET,66 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,05/04/2011 11:24:51 AM,03/29/2011 11:24:51 AM,11 BROOKLYN,BROOKLYN,988747,163362,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.615066231785406,-73.98380242060341,"(40.615066231785406, -73.98380242060341)"
20152090,04/01/2011 12:31:59 PM,07/13/2011 08:41:55 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11213,152 ALBANY AVENUE,ALBANY AVENUE,BERGEN STREET,ST MARK'S AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,05/07/2011 03:32:18 PM,04/01/2011 03:32:18 PM,08 BROOKLYN,BROOKLYN,1001208,185316,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.675310123809055,-73.93886442288002,"(40.675310123809055, -73.93886442288002)"
20159204,04/02/2011 05:35:26 PM,04/04/2011 03:06:02 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11413,,,,,FARMERS BOULEVARD,137 AVENUE,INTERSECTION,SPRINGFIELD GARDENS,,N/A,Closed,04/06/2011 05:35:26 PM,04/04/2011 03:06:02 PM,12 QUEENS,QUEENS,1049761,184788,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.673634729933575,-73.76383083438114,"(40.673634729933575, -73.76383083438114)"
20159640,04/02/2011 05:05:18 PM,04/04/2011 02:52:19 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Prohibited Item Sale to Minor,,11421,79-17 ATLANTIC AVENUE,ATLANTIC AVENUE,ROCKAWAY BOULEVARD,80 STREET,,,ADDRESS,WOODHAVEN,,N/A,Closed,04/06/2011 05:05:18 PM,04/04/2011 02:52:19 PM,09 QUEENS,QUEENS,1022886,188791,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.684780129103416,-73.86069286436886,"(40.684780129103416, -73.86069286436886)"
20163692,04/03/2011 03:53:09 PM,,DOHMH,Department of Health and Mental Hygiene,Tattooing,Minor Received Tattoo,Tattoo Parlor,11212,92 EAST 98 STREET,EAST 98 STREET,RUTLAND ROAD,RALPH AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,05/10/2011 03:53:09 PM,04/04/2011 09:34:02 AM,17 BROOKLYN,BROOKLYN,1005752,181416,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.664595628710344,-73.92249521811291,"(40.664595628710344, -73.92249521811291)"
20166598,04/04/2011 09:19:30 AM,07/13/2011 08:41:54 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11222,680 MANHATTAN AVENUE,MANHATTAN AVENUE,BEDFORD AVENUE,NORMAN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,05/11/2011 11:23:14 AM,04/05/2011 11:23:14 AM,01 BROOKLYN,BROOKLYN,997707,203398,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72494699286633,-73.95144980533387,"(40.72494699286633, -73.95144980533387)"
20167515,04/04/2011 08:36:25 PM,07/13/2011 08:41:54 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Prohibited Item Sale to Minor,,11209,279 71 STREET,71 STREET,RIDGE BOULEVARD,3 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,05/11/2011 02:48:37 PM,04/05/2011 02:48:37 PM,10 BROOKLYN,BROOKLYN,976629,170404,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63439290897764,-74.02745775041656,"(40.63439290897764, -74.02745775041656)"
20168184,04/04/2011 09:05:22 PM,07/13/2011 08:41:54 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11209,279 71 STREET,71 STREET,RIDGE BOULEVARD,3 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,05/11/2011 02:50:22 PM,04/05/2011 02:50:22 PM,10 BROOKLYN,BROOKLYN,976629,170404,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63439290897764,-74.02745775041656,"(40.63439290897764, -74.02745775041656)"
20173759,04/05/2011 11:47:52 AM,07/13/2011 08:41:53 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10035,,,,,EAST  122 STREET,2 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,05/11/2011 03:47:02 PM,04/05/2011 03:47:02 PM,11 MANHATTAN,MANHATTAN,1002269,231034,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80079255501521,-73.93491693777082,"(40.80079255501521, -73.93491693777082)"
20173760,04/05/2011 11:58:33 AM,07/13/2011 08:41:53 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10035,,,,,2 AVENUE,EAST  122 STREET,INTERSECTION,NEW YORK,,N/A,Closed,05/11/2011 03:48:08 PM,04/05/2011 03:48:08 PM,11 MANHATTAN,MANHATTAN,1002269,231034,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80079255501521,-73.93491693777082,"(40.80079255501521, -73.93491693777082)"
20190660,04/07/2011 11:10:18 AM,07/13/2011 08:41:52 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10305,141 MCCLEAN AVENUE,MCCLEAN AVENUE,HASTINGS STREET,JACKSON AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,05/13/2011 03:36:34 PM,04/07/2011 03:36:34 PM,02 STATEN ISLAND,STATEN ISLAND,965695,157129,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59793963851574,-74.0668154376751,"(40.59793963851574, -74.0668154376751)"
20191596,04/07/2011 11:09:42 AM,07/13/2011 08:41:52 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10305,141 MCCLEAN AVENUE,MCCLEAN AVENUE,HASTINGS STREET,JACKSON AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,05/13/2011 03:36:17 PM,04/07/2011 03:36:17 PM,02 STATEN ISLAND,STATEN ISLAND,965695,157129,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59793963851574,-74.0668154376751,"(40.59793963851574, -74.0668154376751)"
20196815,04/08/2011 09:29:35 AM,07/13/2011 08:41:52 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10029,152 EAST 111 STREET,EAST 111 STREET,LEXINGTON AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,05/14/2011 03:13:06 PM,04/08/2011 03:13:06 PM,11 MANHATTAN,MANHATTAN,999848,229034,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.795307705992734,-73.94366602245675,"(40.795307705992734, -73.94366602245675)"
20196926,04/08/2011 08:02:30 AM,07/13/2011 08:41:52 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11214,8508 21 AVENUE,21 AVENUE,85 STREET,86 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,05/14/2011 03:25:41 PM,04/08/2011 03:25:41 PM,11 BROOKLYN,BROOKLYN,985481,159241,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.603755988099046,-73.99556685738598,"(40.603755988099046, -73.99556685738598)"
20196928,04/08/2011 08:31:26 AM,07/13/2011 08:41:52 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10457,1570 BATHGATE AVENUE,BATHGATE AVENUE,CLAREMONT PARKWAY,EAST 172 STREET,,,ADDRESS,BRONX,,N/A,Closed,05/14/2011 03:00:59 PM,04/08/2011 03:00:59 PM,03 BRONX,BRONX,1011488,244876,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83876130988487,-73.90156255100634,"(40.83876130988487, -73.90156255100634)"
20207550,04/10/2011 02:26:28 PM,07/13/2011 08:36:57 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10019,,,,,5 AVENUE,EAST   57 STREET,INTERSECTION,NEW YORK,,N/A,Closed,06/23/2011 01:57:43 PM,05/18/2011 01:57:43 PM,05 MANHATTAN,MANHATTAN,991461,217247,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76296633054511,-73.9739692885707,"(40.76296633054511, -73.9739692885707)"
20207741,04/10/2011 09:39:11 AM,07/13/2011 08:41:51 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10303,281 SOUTH AVENUE,SOUTH AVENUE,SI RAPID TRANSIT,BRABANT STREET,,,ADDRESS,STATEN ISLAND,,N/A,Closed,05/17/2011 04:25:04 PM,04/11/2011 04:25:04 PM,01 STATEN ISLAND,STATEN ISLAND,938092,169830,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63270041817306,-74.16629883764004,"(40.63270041817306, -74.16629883764004)"
20208134,04/10/2011 11:26:17 AM,07/13/2011 08:41:51 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11228,7912 13 AVENUE,13 AVENUE,79 STREET,80 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,05/18/2011 12:02:33 PM,04/12/2011 12:02:33 PM,10 BROOKLYN,BROOKLYN,981489,164393,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.617896824198816,-74.00994516633249,"(40.617896824198816, -74.00994516633249)"
